t,vm
13.723,14.179
13.726,14.277
13.731,14.273
13.736,14.270
13.741,14.266
13.746,14.362
13.757,14.354
13.768,14.347
13.779,14.339
13.790,14.431
13.793,14.429
13.796,14.427
13.799,14.425
13.801,14.522
13.815,14.513
13.828,14.503
13.841,14.494
13.854,14.584
13.859,14.581
13.863,14.578
13.868,14.574
13.872,14.671
13.875,14.669
13.878,14.667
13.881,14.665
13.883,14.763
13.888,14.760
13.892,14.756
13.897,14.753
13.901,14.850
13.904,14.848
13.906,14.846
13.908,14.845
13.910,14.943
13.915,14.939
13.921,14.935
13.926,14.931
13.931,15.027
13.937,15.023
13.942,15.019
13.947,15.015
13.953,15.111
13.961,15.105
13.970,15.098
13.978,15.092
13.987,15.185
13.990,15.183
13.992,15.181
13.995,15.179
13.997,15.277
13.998,15.277
13.998,15.277
13.998,15.277
13.998,15.377
14.019,15.361
14.040,15.345
14.061,15.329
14.082,15.413
14.084,15.411
14.087,15.409
14.089,15.407
14.092,15.505
14.092,15.505
14.093,15.504
14.093,15.504
14.094,15.604
14.095,15.603
14.095,15.602
14.096,15.601
14.097,15.701
14.110,15.691
14.123,15.680
14.136,15.670
14.149,15.760
14.155,15.756
14.160,15.751
14.166,15.747
14.171,15.843
14.173,15.841
14.174,15.840
14.176,15.839
14.178,15.938
14.182,15.934
14.186,15.931
14.190,15.928
14.194,16.024
14.208,16.013
14.222,16.002
14.235,15.992
14.249,16.081
14.251,16.079
14.253,16.077
14.255,16.076
14.257,16.174
14.258,16.174
14.258,16.173
14.259,16.173
14.259,16.272
14.261,16.271
14.263,16.270
14.264,16.268
14.266,16.367
14.266,16.367
14.267,16.366
14.267,16.366
14.268,16.466
14.275,16.460
14.282,16.454
14.289,16.448
14.297,16.542
14.297,16.542
14.297,16.542
14.297,16.541
14.297,16.641
14.298,16.641
14.298,16.640
14.299,16.639
14.300,16.739
14.301,16.738
14.303,16.736
14.304,16.735
14.306,16.834
14.316,16.825
14.326,16.817
14.337,16.808
14.347,16.899
14.348,16.899
14.349,16.898
14.350,16.897
14.351,16.996
14.354,16.994
14.357,16.991
14.359,16.989
14.362,17.086
14.364,17.085
14.366,17.083
14.368,17.081
14.370,17.180
14.374,17.176
14.379,17.172
14.383,17.168
14.388,17.265
14.401,17.253
14.415,17.241
14.429,17.229
14.443,17.317
14.457,17.305
14.471,17.293
14.485,17.280
14.499,17.368
14.500,17.368
14.500,17.368
14.500,17.368
14.500,17.467
14.505,17.463
14.509,17.459
14.514,17.455
14.518,17.551
14.530,17.542
14.541,17.532
14.552,17.522
14.563,17.612
