t,vm
195.600,10.000
195.800,10.000
196.000,10.000
196.200,10.000
196.400,10.000
196.600,10.000
196.800,10.000
197.000,10.000
197.200,10.800
197.400,9.893
197.600,10.595
197.800,11.189
198.000,11.378
198.200,11.065
198.400,11.655
198.600,12.139
198.800,12.418
199.000,13.094
199.200,13.764
199.400,13.027
199.600,13.597
199.800,13.662
200.000,14.026
200.200,13.787
200.400,14.649
200.600,14.504
200.800,14.859
201.000,15.611
201.200,16.056
201.400,17.196
201.600,17.825
201.800,17.448
202.000,17.574
202.200,18.599
202.400,18.614
202.600,19.329
202.800,19.037
203.000,18.547
203.200,18.463
203.400,17.279
203.600,17.007
203.800,17.938
204.000,18.559
204.200,19.175
204.400,19.484
204.600,20.090
204.600,10.000
204.800,10.000
205.000,10.000
205.200,10.000
205.400,10.000
205.600,10.000
205.800,10.000
206.000,10.000
206.200,10.000
206.400,10.000
206.600,10.000
206.800,10.800
207.000,11.293
207.200,11.681
207.400,11.864
207.600,12.646
207.800,12.321
208.000,12.698
208.200,13.072
208.400,13.342
208.600,14.109
208.800,14.868
209.000,14.520
209.200,14.376
209.400,13.933
209.600,15.094
209.800,13.744
210.000,14.407
210.200,14.264
210.400,15.522
210.600,15.368
210.800,15.215
211.000,16.163
211.200,15.603
211.400,15.647
211.600,16.692
211.800,16.625
212.000,16.760
212.200,18.093
212.400,17.513
212.600,18.339
212.800,19.057
213.000,19.667
213.200,20.371
213.200,10.000
213.400,10.000
213.600,10.000
213.800,10.000
214.000,10.000
214.200,10.000
214.400,10.000
214.600,10.000
214.800,10.000
215.000,10.000
215.200,10.000
215.400,10.700
215.600,10.294
215.800,11.492
216.000,10.777
216.200,10.970
216.400,12.161
216.600,11.840
216.800,12.422
217.000,13.098
217.200,13.668
217.400,14.132
217.600,14.392
217.800,12.648
218.000,13.622
218.200,13.987
218.400,13.448
218.600,13.614
218.800,13.878
219.000,14.340
219.200,15.298
219.400,15.545
219.600,16.291
219.800,16.429
220.000,16.365
220.200,17.102
220.400,17.732
220.600,17.556
220.800,16.981
221.000,16.712
221.200,17.146
221.400,17.075
221.600,17.605
221.800,18.130
222.000,17.850
222.200,18.072
222.400,19.192
222.600,19.701
222.800,20.605
222.800,10.000
223.000,10.000
223.200,10.000
223.400,10.000
223.600,10.000
223.800,10.000
224.000,10.000
224.200,10.000
224.400,10.000
224.600,10.000
224.800,10.000
225.000,10.900
225.200,11.192
225.400,11.981
225.600,11.861
225.800,13.143
226.000,13.413
226.200,13.479
226.400,14.045
226.600,14.705
226.800,15.359
227.000,14.706
227.200,15.060
227.400,15.310
227.600,15.558
227.800,16.203
228.000,17.042
228.200,17.372
228.400,17.599
228.600,18.124
228.800,18.244
229.000,18.562
229.200,19.278
229.400,19.786
229.600,20.289
229.600,10.000
229.800,10.000
230.000,10.000
230.200,10.000
230.400,10.000
230.600,10.000
230.800,10.000
231.000,10.000
231.200,10.000
231.400,10.000
231.600,10.000
